Region,Watershed,Segment Interval,Independent Variable,RMSPE,Mean Response,SD Response,Mean Residuals,SD Residuals,AIC,Bias,RAV,FileBaseName
ETF,MM,20m,sfm_deposition_logtrans,0.074254670108989,0.104569992656062,0.0806656458006925,-0.191822959280671,0.801442655670917,-141.480184311918,-3.64296402951841e-05,0.0010398800606288,ch_sfm_deposition_sum_corr_0.7_evaluation
ETF,MM,20m,sfm_erosion_logtrans,0.189369710651031,0.295466236252976,0.202830129095955,-0.135983338313479,0.644438972219369,-8.37636882284139,-0.0006440023777222,0.0022658313158411,ch_sfm_erosion_sum_corr_0.7_evaluation
ETF,MM,20m,sfm_net change_logtrans,0.191276771454492,0.217378192473959,0.19737637243714,-0.557796232419721,1.72563495780296,-89.3885020562703,0.0011662213185358,0.0023521110687201,ch_sfm_net_change_corr_0.7_evaluation
ETF,ETF,5m,lidar_erosion_logtrans,0.748116272490911,0.626583001969929,0.59815013338159,-0.283252276919941,0.95054680671378,1160.32556888296,0.0149209068978548,0.015362826652411,ch_lidar_erosion_sum_corr_0.7_evaluation
ETF,ETF,5m,sfm_deposition_logtrans,0.0263649758206042,0.0301313446048199,0.032502523869303,-0.312627680754964,0.98021329919292,-1995.34157023893,0.001091250860643,0.0003624310615971,ch_sfm_deposition_sum_corr_0.7_evaluation
ETF,ETF,5m,sfm_erosion_logtrans,0.0649959760883345,0.0791683924293539,0.0871542312758659,-0.313738631283101,0.983047922727686,-1133.16674080291,0.0005307130790312,0.0059660201499355,ch_sfm_erosion_sum_corr_0.7_evaluation
ETF,ETF,5m,sfm_net change_logtrans,0.0575243845464044,0.0497114357413497,0.0546735355711132,-0.568482821472827,1.55286219325781,-1760.75310687938,0.0034539385206105,0.0006508373113946,ch_sfm_net_change_corr_0.7_evaluation
ETF,LM2,5m,lidar_erosion_logtrans,0.334517458391411,0.336887485266139,0.32455842475088,-0.333894643391802,1.02260283856051,136.559023899553,0.0119381493162505,0.0034033459630216,ch_lidar_erosion_sum_corr_0.7_evaluation
ETF,LM2,5m,sfm_deposition_logtrans,0.0101620160895736,0.014422672479746,0.0157874753522733,-0.139816465624876,0.666486950100875,-869.662617401735,-0.0017445304248265,0.410610454299284,ch_sfm_deposition_sum_corr_0.7_evaluation
ETF,LM2,5m,sfm_net change_logtrans,0.0106187519888013,0.0120193205221352,0.0119859599235875,-0.416099321389013,1.21988859534438,-1066.8195233379,0.000331760650572,0.0001540345332939,ch_sfm_net_change_corr_0.7_evaluation
ETF,LPM,5m,lidar_erosion_logtrans,0.559319197533504,1.57170305534554,1.17149329631294,-2.48663569456373e-05,0.0086694300687298,542.673386164486,-0.0724841816375989,0.455013324246558,ch_lidar_erosion_sum_corr_0.7_evaluation
ETF,LPM,5m,sfm_deposition_logtrans,0.0296517272393235,0.0724256209803548,0.054684351501837,-0.0533459448150896,0.409735238956387,-252.585064052487,-0.0042910283045362,0.366126629261432,ch_sfm_deposition_sum_corr_0.7_evaluation
ETF,LPM,5m,sfm_erosion_logtrans,0.119151867337888,0.178544844056923,0.136638084099842,-0.187966226061578,0.763224051661535,-135.114874423671,0.0003020392679111,0.0015004142266499,ch_sfm_erosion_sum_corr_0.7_evaluation
ETF,LPM,5m,sfm_net change_logtrans,0.0873919633589973,0.110988878676228,0.0936559949525104,-0.357485161298305,1.2441411301182,-266.591844534804,0.0008256987613507,0.0011806286129356,ch_sfm_net_change_corr_0.7_evaluation
ETF,MM,5m,lidar_erosion_logtrans,0.367582706805327,0.441436240978807,0.384826867233629,-0.300448875657323,0.972978348529098,292.663828394884,0.0022727948422962,0.0041879901560583,ch_lidar_erosion_sum_corr_0.7_evaluation
ETF,MM,5m,sfm_deposition_logtrans,0.0164648311910471,0.0208402223614314,0.0182052898703008,-0.23090855197424,0.845180905224407,-943.161923097083,0.0001404604438248,0.0002704366533867,ch_sfm_deposition_sum_corr_0.7_evaluation
ETF,MM,5m,sfm_net change_logtrans,0.0543230871992197,0.0556243665305055,0.0547858799803321,-0.682677334679662,1.83867939412565,-818.693063699142,0.0003745269962685,0.0008752157794164,ch_sfm_net_change_corr_0.7_evaluation
